_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID,geometry
1,2502366,26022881,NA,174,174,South Eglinton-Davisville,South Eglinton-Davisville (174),Not an NIA or Emerging Neighbourhood,NA,17824737,"list(c(-79.3863510515018, -79.3862291956072, -79.38638812454, -79.3864562999666, -79.3866606404473, -79.3870109672437, -79.3876455796026, -79.3895282148369, -79.3927549645318, -79.3950210963475, -79.3951285018801, -79.3952833508039, -79.3954612917379, -79.3955690097916, -79.3957162937643, -79.3958852874049, -79.3961081541657, -79.3962045104245, -79.3964710412413, -79.3966427138492, -79.3968612104594, -79.3969539406084, -79.3970391853112, -79.3971592350693, -79.3972192468958, -79.3973441683584, -79.3975054044563, 
-79.3976658049101, -79.3976842276121, -79.3978256740733, -79.3978524656492, -79.3982396527772, -79.3983665000037, -79.3974743277125, -79.3974366551459, -79.3968292879592, -79.395492653728, -79.3941335157903, -79.3928193699344, -79.3915009075093, -79.3901971744214, -79.3892925148937, -79.3889339559755, -79.3885711062673, -79.3881569234653, -79.3878315978189, -79.3874950278364, -79.3870311308924, -79.3869733311363, -79.3868342671819, -79.3867441603874, -79.3865304289575, -79.386478759635, -79.3863510515018, 
43.6978312650188, 43.6975037220317, 43.6975077326547, 43.6975192590321, 43.6975010721977, 43.6974685463247, 43.6973977736555, 43.6969911842496, 43.6962824893798, 43.6958404334629, 43.695814734359, 43.6957799963262, 43.6957424798034, 43.6957223523688, 43.6957001276303, 43.6956853665438, 43.6956666126055, 43.696127026043, 43.6973739370436, 43.6983012068135, 43.6993320241908, 43.6997866636074, 43.7002952858583, 43.7008534463644, 43.7011370226775, 43.7017941833586, 43.7025120540123, 43.7032930855612, 
43.703396607736, 43.7041482958165, 43.7043508304571, 43.70614440059, 43.7067319904649, 43.706921885654, 43.7069299169967, 43.7070591777402, 43.7073280196242, 43.7076013256594, 43.7078611558117, 43.7081344596479, 43.7084077534108, 43.7060846519996, 43.7051797212184, 43.7042927785364, 43.7032932683905, 43.7024693687261, 43.701645456951, 43.7005063734658, 43.700312788778, 43.6998356012474, 43.6992999536852, 43.6983276210595, 43.6981745569168, 43.6978312650188))"
2,2502365,26022880,NA,173,173,North Toronto,North Toronto (173),Not an NIA or Emerging Neighbourhood,NA,17824753,"list(c(-79.3974366551459, -79.3983665000037, -79.3986278375596, -79.398678383941, -79.3988692140791, -79.3989974316929, -79.3992882265284, -79.3993166658988, -79.3994765853598, -79.3995631957359, -79.39936952763, -79.398949429474, -79.3985882099943, -79.3978702051279, -79.3955147000623, -79.3931205707389, -79.3922004798707, -79.3917792613696, -79.3914576611022, -79.3912268870284, -79.3906576794467, -79.3901971744214, -79.3915009075093, -79.3928193699344, -79.3941335157903, -79.395492653728, -79.3968292879592, 
-79.3974366551459, 43.7069299169967, 43.7067319904649, 43.7079854694331, 43.7082097268687, 43.709087726575, 43.7095833507147, 43.7109123111778, 43.7110766453199, 43.7118389681081, 43.7122883512947, 43.7123305319005, 43.7124078061786, 43.7124718903071, 43.7126182956565, 43.7131085988046, 43.7136014276234, 43.7137858185398, 43.7126060572642, 43.7117116928912, 43.711128749686, 43.7096155529081, 43.7084077534108, 43.7081344596479, 43.7078611558117, 43.7076013256594, 43.7073280196242, 43.7070591777402, 
43.7069299169967))"
3,2502364,26022879,NA,172,172,Dovercourt Village,Dovercourt Village (172),Not an NIA or Emerging Neighbourhood,NA,17824769,"list(c(-79.4341131654386, -79.4353658491734, -79.4355313128687, -79.4366783628432, -79.4367040279166, -79.4370593983833, -79.4374382636595, -79.4376165200813, -79.4378076157646, -79.4379242200112, -79.4381850513706, -79.4387000029275, -79.4389048142112, -79.4390359264523, -79.439279081108, -79.4392895736509, -79.4366343338449, -79.4366207816271, -79.4362866612274, -79.4359529464293, -79.4352017475608, -79.4350377810833, -79.434873050408, -79.4347083071456, -79.4345435760876, -79.434378448005, -79.4342129229167, 
-79.4340474224325, -79.433881517462, -79.4337156247292, -79.4335493598052, -79.4333803541607, -79.4330090322959, -79.4329458627932, -79.4293964137968, -79.4269731030513, -79.4229294280347, -79.4218530859693, -79.4215441457993, -79.4212268473226, -79.421090777972, -79.4209328357795, -79.4206411433447, -79.4202921907416, -79.4202018740129, -79.4199344385678, -79.4197598886166, -79.4197503493412, -79.4196241156628, -79.419592220433, -79.4194678903282, -79.4187910616523, -79.4185749266748, -79.4184165452952, 
-79.4188704718079, -79.4189350412831, -79.4202489726821, -79.4209149380606, -79.4216234385491, -79.4220599722745, -79.4232685939892, -79.4244330290731, -79.4246453518478, -79.425659480152, -79.4268583745079, -79.428054069245, -79.4282052882984, -79.4294380040694, -79.4302367400511, -79.4304208808964, -79.4311320991419, -79.4316723952422, -79.4324351688084, -79.4329168762239, -79.4330347171561, -79.4338354424814, -79.4341131654386, 43.660145276359, 43.6598837642968, 43.6602724638287, 43.6629670719905, 
43.6630271701562, 43.663859495288, 43.6647153525519, 43.6651212842983, 43.6655601406137, 43.6658511452022, 43.6664282631908, 43.6676608052133, 43.6681510734666, 43.6684648219083, 43.6689836980941, 43.6690064950388, 43.6695208573029, 43.6695312013203, 43.6696030352292, 43.6696658580561, 43.6698274856559, 43.6698678985794, 43.6699038191683, 43.669939730511, 43.6699756416231, 43.670011561271, 43.6700474714502, 43.6700833814038, 43.67011479922, 43.670146207801, 43.6701776159246, 43.6702090312104, 43.6702735877734, 
43.67028528847, 43.670972707104, 43.6714419451391, 43.6722131704474, 43.672418480052, 43.6716221640964, 43.6707753439821, 43.6704220469885, 43.6700119002877, 43.6692539301546, 43.668338936028, 43.6681186284082, 43.6673912236793, 43.6669309260731, 43.6669057876501, 43.6665728745994, 43.666491318073, 43.6661734653997, 43.6644427765295, 43.6639476031421, 43.6635847542299, 43.6634729475953, 43.6634588162921, 43.6631712475518, 43.663025483444, 43.6628725345494, 43.6627783009308, 43.6625099424757, 43.6622500843012, 
43.6621985657573, 43.6619849168039, 43.6617365600195, 43.6614805284929, 43.6614364899793, 43.6611507627729, 43.6609836569901, 43.6609451354497, 43.6607909230365, 43.6606612048333, 43.6604884813394, 43.6603919645712, 43.6603655607072, 43.6601861080786, 43.660145276359))"
4,2502363,26022878,NA,171,171,Junction-Wallace Emerson,Junction-Wallace Emerson (171),Not an NIA or Emerging Neighbourhood,NA,17824785,"list(c(-79.4387000029275, -79.4384082480421, -79.4381850513706, -79.4379242200112, -79.4378076157646, -79.4376165200813, -79.4374382636595, -79.4370593983833, -79.4367040279166, -79.4366783628432, -79.4355313128687, -79.4353658491734, -79.4364415171897, -79.4376078856223, -79.4386708827105, -79.439175066173, -79.4397434644234, -79.4403889770737, -79.4407475119921, -79.4415787626296, -79.4417347767139, -79.4427340259447, -79.4439968884919, -79.445218622359, -79.4452504542932, -79.4469341996345, -79.4469887856838, 
-79.4477721341019, -79.4480912044097, -79.4487963466108, -79.4489342824208, -79.4496513809064, -79.4498705732511, -79.4513426907355, -79.4520313736673, -79.4534424123674, -79.4535380782227, -79.454546765321, -79.456019537177, -79.4572786820286, -79.4578174137373, -79.4593179322296, -79.4600458827451, -79.4594711679063, -79.4585588068569, -79.4580773182332, -79.4564292340525, -79.4549658225597, -79.4530980080119, -79.4522097360102, -79.4522043298199, -79.4521132428756, -79.4520167621127, -79.4519202653649, 
-79.4518234002243, -79.451787105608, -79.4517269070909, -79.4516304227581, -79.451533554033, -79.4514370697005, -79.4513401761759, -79.4512440726006, -79.4511471914691, -79.4510506910802, -79.4509541943416, -79.4508576902524, -79.4507611934998, -79.4506646930612, -79.450568560915, -79.4504901520373, -79.4504720728409, -79.4503759530447, -79.450279836935, -79.4501840916349, -79.4500883090641, -79.4499894122125, -79.449790615274, -79.4496752249187, -79.4495647704989, -79.449453919246, -79.4493434685455, 
-79.4492330016357, -79.4491229438938, -79.4490153816163, -79.4491258244293, -79.4491610180679, -79.4491973688123, -79.4492341288585, -79.4492716416295, -79.4493103239018, -79.4493493992992, -79.4493892350009, -79.4494302612298, -79.4494716434078, -79.4495142074912, -79.4495571437045, -79.4496008736434, -79.4496457569348, -79.449691024749, -79.4497370739131, -79.4497838920149, -79.4498314790725, -79.449879475463, -79.4499289972386, -79.449978522885, -79.4500292353568, -79.4500806957291, -79.4501325493132, 
-79.4501855724111, -79.4502389763333, -79.4502931529448, -79.4503481233349, -79.4504038341836, -79.4504603425196, -79.4505168509991, -79.451250992965, -79.4513792716205, -79.4511003936314, -79.4494669563733, -79.449419454488, -79.4483038015655, -79.4474905159499, -79.4472331896281, -79.4460484428953, -79.4456150621095, -79.4451022289955, -79.4447511279133, -79.4445489883567, -79.4437662390476, -79.4426243495283, -79.4421116429186, -79.4418619768961, -79.4409960309979, -79.4398073088925, -79.4395255720247, 
-79.438395685029, -79.4383473290114, -79.4380913940073, -79.4376526862075, -79.4374713413897, -79.4373278578318, -79.4371409829772, -79.4359279345145, -79.4346507970926, -79.4344814307444, -79.4333381663789, -79.4331768072814, -79.4330922456197, -79.4330090322959, -79.4333803541607, -79.4335493598052, -79.4337156247292, -79.433881517462, -79.4340474224325, -79.4342129229167, -79.434378448005, -79.4345435760876, -79.4347083071456, -79.434873050408, -79.4350377810833, -79.4352017475608, -79.4359529464293, 
-79.4362866612274, -79.4366207816271, -79.4366343338449, -79.4392895736509, -79.439279081108, -79.4390359264523, -79.4389048142112, -79.4387000029275, 43.6676608052133, 43.6669625139009, 43.6664282631908, 43.6658511452022, 43.6655601406137, 43.6651212842983, 43.6647153525519, 43.663859495288, 43.6630271701562, 43.6629670719905, 43.6602724638287, 43.6598837642968, 43.6596500803903, 43.6594264363881, 43.6592125365326, 43.6590981557547, 43.6589903685995, 43.6588585132456, 43.6587817921326, 43.6585944338524, 
43.6585615145361, 43.6583384169865, 43.6580896692808, 43.6578341098941, 43.6578274461429, 43.6574765754274, 43.6574651960435, 43.6573019390835, 43.6572345562855, 43.6570789619169, 43.6570538738444, 43.6569171733723, 43.6568753864178, 43.6583739821067, 43.6590742629922, 43.6605072306217, 43.6606062933417, 43.6616323840334, 43.6631304954496, 43.6644119626538, 43.6649595251181, 43.666484382379, 43.6672259620873, 43.6672243105554, 43.6672136769142, 43.6672080645423, 43.6671888784945, 43.667171874904, 
43.6671423285371, 43.6671399083271, 43.6671396450281, 43.6671353132704, 43.6671307721455, 43.6671307406012, 43.6671261991514, 43.6671259858201, 43.667121666778, 43.6671216349942, 43.6671215939647, 43.6671215620177, 43.6671215208138, 43.6671259895333, 43.6671259481711, 43.6671304075571, 43.6671303661959, 43.6671393350861, 43.667139293562, 43.6671437526221, 43.6671527124274, 43.6671571791619, 43.6671571713302, 43.6671661309788, 43.6671705898809, 43.6671764710746, 43.6671824151812, 43.6671905991774, 
43.6672054722509, 43.6672153409806, 43.6672242936354, 43.6672332460081, 43.6672376977835, 43.6672466501122, 43.6672556025163, 43.6672609013857, 43.6675301444929, 43.6676156728229, 43.6676967009881, 43.6677777293224, 43.6678632496432, 43.6679442788036, 43.6680298087906, 43.6681108384331, 43.6681918685871, 43.6682773905478, 43.6683584213491, 43.6684394432964, 43.6685204745776, 43.6686014973477, 43.6686825292695, 43.6687635525146, 43.668844585079, 43.6689256089593, 43.6690066419994, 43.6690876666851, 
43.6691641906841, 43.6692452248465, 43.6693217496448, 43.6694027842574, 43.6694793096882, 43.6695603449259, 43.6696368798081, 43.6697134060071, 43.6697944421665, 43.6698709779779, 43.6699475137605, 43.6708783506339, 43.6710409962661, 43.6710976126829, 43.6713662130089, 43.6713740231556, 43.6715574661923, 43.671696121004, 43.6717322958628, 43.6719374501696, 43.6720100205345, 43.6720939738101, 43.6721653291981, 43.6722086897267, 43.6723765781428, 43.672622223979, 43.6727325287752, 43.6727902085833, 
43.6729902694151, 43.6732556478125, 43.6733224779702, 43.6736931972781, 43.6737084014485, 43.6737888879862, 43.6739058107823, 43.6739409429115, 43.6739641777641, 43.6739742466515, 43.6741421319543, 43.6742906419178, 43.6738797875716, 43.6711061240673, 43.6707146520897, 43.6704923418095, 43.6702735877734, 43.6702090312104, 43.6701776159246, 43.670146207801, 43.67011479922, 43.6700833814038, 43.6700474714502, 43.670011561271, 43.6699756416231, 43.669939730511, 43.6699038191683, 43.6698678985794, 43.6698274856559, 
43.6696658580561, 43.6696030352292, 43.6695312013203, 43.6695208573029, 43.6690064950388, 43.6689836980941, 43.6684648219083, 43.6681510734666, 43.6676608052133))"
5,2502362,26022877,NA,170,170,Yonge-Bay Corridor,Yonge-Bay Corridor (170),Not an NIA or Emerging Neighbourhood,NA,17824801,"list(c(-79.3840399271321, -79.3850214987939, -79.3855618787978, -79.3861105800153, -79.3863694640547, -79.3866213342559, -79.3868811420701, -79.3871377402719, -79.3872895706934, -79.3874307877443, -79.3875163354082, -79.386628635294, -79.3869962877697, -79.3872452130367, -79.3875515611915, -79.3875820204402, -79.3879385142415, -79.3883145224937, -79.388320856588, -79.3885991717995, -79.3886884022932, -79.3889678372981, -79.3889718118282, -79.3893278794003, -79.3894893771828, -79.3896478901753, -79.3899359991916, 
-79.3899839150609, -79.390307058421, -79.3904946032768, -79.3874254929886, -79.3866824027484, -79.3858549461133, -79.3837060294355, -79.3831103829273, -79.3827961686227, -79.3824906966192, -79.3821178473748, -79.3819353565544, -79.3819252222489, -79.3815872272275, -79.3813699642643, -79.3812257767998, -79.3809264046243, -79.3806748860111, -79.3799739834396, -79.3792589348883, -79.3789846784368, -79.3787395475238, -79.378470073301, -79.3779183233073, -79.3776482623989, -79.3773703420712, -79.3769743175951, 
-79.377024461604, -79.3771022966329, -79.3775429389702, -79.3776558520891, -79.3777892284912, -79.3778925129328, -79.3779229230232, -79.3780335161361, -79.3781837344267, -79.3784693091593, -79.3791349753174, -79.3824710684137, -79.3825348828333, -79.3834267068036, -79.383992868983, -79.3840399271321, 43.6449650943324, 43.6447756078322, 43.6460539933078, 43.647395087745, 43.6480093194536, 43.6486382517816, 43.649254652443, 43.6499064156272, 43.6502584646311, 43.6505859202464, 43.6506729215882, 43.6508528459785, 
43.6517559202925, 43.6523141962695, 43.6530345615664, 43.6531078895679, 43.6539665998478, 43.6547901866709, 43.6548041089517, 43.6554655298873, 43.6556775986548, 43.6563479490228, 43.6563574763126, 43.6571319377274, 43.6575295665561, 43.6579198651501, 43.6585907523423, 43.6587012179957, 43.6594462459568, 43.65985884043, 43.6605148656813, 43.6606614474818, 43.6608156633898, 43.6612522229275, 43.6613718193454, 43.660583357971, 43.6599128312379, 43.6590959712706, 43.6586908213408, 43.6586680284635, 
43.6579078120651, 43.6574159511333, 43.6570379337585, 43.6563287749711, 43.6557740744648, 43.6540628045453, 43.6524399442108, 43.6516920104418, 43.6510554896366, 43.6504074836265, 43.649148748455, 43.6485234861111, 43.6478462947613, 43.6468847935013, 43.6468104691685, 43.6467488305065, 43.6464699279741, 43.6464209284154, 43.6463422821186, 43.6462978087199, 43.6462838800788, 43.6462294228396, 43.6461828929221, 43.6461015094709, 43.6459870607196, 43.645292258139, 43.6452783175998, 43.6450834507433, 
43.6449741739761, 43.6449650943324))"
6,2502361,26022876,NA,169,169,Bay-Cloverhill,Bay-Cloverhill (169),Not an NIA or Emerging Neighbourhood,NA,17824817,"list(c(-79.3874254929886, -79.3904946032768, -79.3906303454686, -79.3906394097913, -79.3906757536705, -79.3906906087038, -79.3907037475544, -79.3907168821794, -79.3907311822782, -79.3907462840556, -79.3907617372387, -79.3907779797006, -79.3907945983684, -79.3908123949123, -79.3908301996217, -79.3908487730521, -79.3908681070519, -79.3908878335705, -79.3909083536088, -79.3909292456145, -79.3909509187421, -79.3909729886352, -79.390995418098, -79.3910182524675, -79.3910418722165, -79.3910654877148, -79.3910898967322, 
-79.3911142809596, -79.3911394505749, -79.3911644037739, -79.3911965180963, -79.3912161202688, -79.3912978076442, -79.3913489195748, -79.3913992423088, -79.3914495569719, -79.3914991234507, -79.3915482932255, -79.3915970333847, -79.3916450377451, -79.3916930340672, -79.3917398649559, -79.3918127977572, -79.3919235097852, -79.3920489842221, -79.392133985924, -79.3922147342505, -79.392278203349, -79.3922980251879, -79.3924052568528, -79.3924933624184, -79.392909375276, -79.3929491732321, -79.393105976787, 
-79.3932090700248, -79.3935882619796, -79.393857462086, -79.393865172125, -79.3938721010009, -79.3938778767274, -79.3938828757603, -79.3938874859406, -79.3938913149542, -79.3938939784149, -79.3938958731222, -79.3938973834135, -79.393897368162, -79.3938973437946, -79.3938973041598, -79.3938957066537, -79.3938937202874, -79.3938909775463, -79.393887061316, -79.3938823718371, -79.3938772855681, -79.3938714181215, -79.3938644099086, -79.3938566205161, -79.3938480623427, -79.3938387229881, -79.3938303314854, 
-79.393828986839, -79.3938180975189, -79.3938064349487, -79.3937959548002, -79.3937937398602, -79.393784681068, -79.3937726261508, -79.3937598103687, -79.3937462134179, -79.3937322241307, -79.3937170772069, -79.3937015379592, -79.3936856222218, -79.3936681689334, -79.3936506908353, -79.3936324484003, -79.3936138250589, -79.3935940281904, -79.3935738469202, -79.3935528968579, -79.3935315703474, -79.3935098266817, -79.3934873345798, -79.3934644456778, -79.393440792423, -79.3934167379271, -79.3933922990298, 
-79.3933902014893, -79.3933535220395, -79.3933208039691, -79.3932791561218, -79.3932464389146, -79.3932107075268, -79.3931928307754, -79.3931778879665, -79.3931688932257, -79.393168833008, -79.3931687527279, -79.3931507373503, -79.3935262016282, -79.3941414134514, -79.3910266247938, -79.3905851430825, -79.3895075819499, -79.3880184064428, -79.3874076299928, -79.3867880679966, -79.3865574895623, -79.3864249586247, -79.3861602760503, -79.3861130554667, -79.3858560348938, -79.3856923816793, -79.3853401713295, 
-79.3853265661306, -79.3852587872718, -79.3850517515126, -79.3850403314206, -79.3849538600566, -79.3845958864471, -79.3841576648649, -79.3841372874029, -79.3837888507427, -79.3837336309689, -79.3834218004783, -79.3833864849519, -79.3831103829273, -79.3837060294355, -79.3858549461133, -79.3866824027484, -79.3874254929886, 43.6605148656813, 43.65985884043, 43.6601574909973, 43.6601774466499, 43.6602574133566, 43.660270236476, 43.6602927524011, 43.6603107676482, 43.6603287840077, 43.6603423004592, 43.6603603179168, 
43.6603738354541, 43.6603918540208, 43.66040987371, 43.6604233927319, 43.6604369124851, 43.6604549336335, 43.6604684544811, 43.6604819760824, 43.6604954980349, 43.6605090207288, 43.6605225437969, 43.6605360672036, 43.6605450903197, 43.660558614852, 43.6605676387031, 43.6605766633054, 43.6605856878788, 43.6605992138671, 43.6606090040858, 43.6606148675279, 43.6606217902146, 43.6606533636251, 43.6606714149052, 43.6606939660847, 43.6607210179065, 43.6607435773251, 43.6607661273444, 43.6607931776071, 
43.6608157354808, 43.6608427849973, 43.6608698333898, 43.6609230643744, 43.661003848144, 43.6611219113095, 43.6612142823233, 43.6613279194362, 43.6614460138757, 43.6614828660485, 43.6617221957156, 43.6618964095792, 43.662424098674, 43.6624745884694, 43.6627650914668, 43.663068839051, 43.664079205986, 43.664805522215, 43.664828032718, 43.6648505424953, 43.6648730512015, 43.6649000598552, 43.6649225674787, 43.6649450743769, 43.664967580193, 43.664990076294, 43.6650125900408, 43.6650212493133, 43.6650350843462, 
43.6650575876529, 43.6650845901822, 43.6651070916817, 43.6651295924789, 43.6651565928554, 43.6651790918452, 43.6652015904663, 43.6652240883619, 43.6652465851979, 43.6652690813081, 43.6652915767037, 43.6653140713732, 43.6653334524595, 43.6653365656732, 43.6653590589012, 43.6653770507413, 43.6653995443472, 43.665403970947, 43.6654220372146, 43.6654445293549, 43.6654625291196, 43.6654805191555, 43.6655030094933, 43.6655209980846, 43.6655434779761, 43.6655614748495, 43.6655794612892, 43.665597447703, 
43.6656199340712, 43.6656334187454, 43.6656514029925, 43.6656693868781, 43.6656873700442, 43.6657008521877, 43.6657188346067, 43.665732315656, 43.665745796331, 43.665763776957, 43.6657772565359, 43.6657907357512, 43.665791858962, 43.6658274880422, 43.6658597813116, 43.6659071614756, 43.6659459176833, 43.6660062202637, 43.6660600765569, 43.6661096329501, 43.6661613372177, 43.6662022842369, 43.6662475518782, 43.6663725095808, 43.6672650721979, 43.6687202589369, 43.6693583258404, 43.6694474763638, 43.6696690607853, 
43.6699744129918, 43.6700995075987, 43.6702263905041, 43.6696870722872, 43.6693683116014, 43.6687422757924, 43.6686308552824, 43.6679958339905, 43.6675623102879, 43.6666950300739, 43.6666702897602, 43.6665471284941, 43.6660636658082, 43.6660376224613, 43.6658404152142, 43.6649372833211, 43.6639039545171, 43.66385516461, 43.6630212688529, 43.6628960670655, 43.6621360902902, 43.6620545021121, 43.6613718193454, 43.6612522229275, 43.6608156633898, 43.6606614474818, 43.6605148656813))"
7,2502360,26022875,NA,156,156,Bendale-Glen Andrew,Bendale-Glen Andrew (156),Not an NIA or Emerging Neighbourhood,NA,17824833,"list(c(-79.2639184999971, -79.2650524988981, -79.265130919994, -79.2651960611682, -79.2653132609978, -79.2653991056988, -79.2655087807634, -79.2655755698024, -79.2656508674944, -79.2657115187809, -79.2657823362843, -79.2659046334439, -79.266377961113, -79.2666655097746, -79.2671796565063, -79.2674470868918, -79.2678338148506, -79.268309456796, -79.2689220141988, -79.2692710819645, -79.2696876272837, -79.2701818122865, -79.2705578389592, -79.2707967524774, -79.2708529114038, -79.2708842859395, -79.2709217677883, 
-79.2709545921194, -79.271017033059, -79.2710739562901, -79.2711104383094, -79.271176429671, -79.2712055513398, -79.2712499989311, -79.2712932007757, -79.2713429922552, -79.2713812819496, -79.2714540628161, -79.2716503999496, -79.2718926273041, -79.27197125619, -79.2720363886553, -79.2723222548811, -79.2726212203789, -79.2729189985525, -79.2729863134598, -79.2733046210815, -79.2736822164908, -79.2740113785084, -79.2742810244812, -79.274517895906, -79.2746528927285, -79.2747081080243, -79.2747124562866, 
-79.2747726318742, -79.2747764602797, -79.274686568105, -79.2717864188722, -79.2690559158931, -79.2679917309303, -79.2660339633648, -79.2648739461064, -79.2647665409957, -79.2647926136218, -79.2639179401455, -79.2637077038129, -79.260344655302, -79.2579658365702, -79.2549798538438, -79.2549747055855, -79.254945698741, -79.254915784363, -79.2549027480408, -79.254885161229, -79.2548537919242, -79.2548327635609, -79.2548216894262, -79.2548024951525, -79.2547991338904, -79.2547886666518, -79.2547549598681, 
-79.254720457709, -79.2546852339812, -79.2546491399756, -79.2546124240499, -79.2545748131893, -79.2545364930825, -79.2544974270143, -79.2544574529699, -79.254225318459, -79.2542182371588, -79.2540314353592, -79.2538487143626, -79.2535853177931, -79.2535616528707, -79.2535594294179, -79.2531310096744, -79.2529237091824, -79.2525874866379, -79.2523969082374, -79.2522399126702, -79.252190818482, -79.2518721140703, -79.2517501911385, -79.2516859688125, -79.2516377758368, -79.2516057019251, -79.2515774448402, 
-79.2515526393736, -79.2515305519071, -79.2515095262857, -79.2514984298459, -79.2514255281135, -79.2513322064066, -79.251065026753, -79.2508105259993, -79.2507626036444, -79.2504001981713, -79.2502110994834, -79.2497371192295, -79.2489583102213, -79.2486256385713, -79.2482072081534, -79.2476087221297, -79.2472408503818, -79.2468833281571, -79.2468513071832, -79.2466700381705, -79.2462219208282, -79.2459511514404, -79.2459118021982, -79.2459079781613, -79.245820347595, -79.2457512052702, -79.2457028731893, 
-79.2456368361459, -79.2455924296487, -79.2455557209569, -79.2455143812809, -79.2455132827067, -79.2454813856339, -79.2454718349617, -79.2454722635462, -79.2454726502577, -79.24545528568, -79.2454366117929, -79.2454227767629, -79.2467589639217, -79.2484881216523, -79.2508814208945, -79.2509337710765, -79.251561113899, -79.2553672013358, -79.2559140685148, -79.2566446686788, -79.2568423952964, -79.2580757528628, -79.2585232692938, -79.2601357563046, -79.2616418956221, -79.2624597301909, -79.2639184999971, 
43.7517534491219, 43.7515217006146, 43.7517108869423, 43.7519270495217, 43.7523233428965, 43.7526025562201, 43.7529358255329, 43.7531249876446, 43.7533231683521, 43.7534943153971, 43.7536474718475, 43.7539357606139, 43.7551788757295, 43.7558995584476, 43.757259777604, 43.7579534045495, 43.7589082985827, 43.7601513823281, 43.7617277754586, 43.7625925670535, 43.7636735307432, 43.7649526837486, 43.7658805603677, 43.7665291333222, 43.7666642635422, 43.7667813417036, 43.7669254356163, 43.7670695201797, 
43.7673846953614, 43.7677268539569, 43.7679249528153, 43.7681368195226, 43.7683108884746, 43.7684984268371, 43.7686706966972, 43.768802195414, 43.7689337341085, 43.7691343537349, 43.7696573450905, 43.7702613391626, 43.770447118157, 43.7706053896073, 43.7713090496111, 43.7720454451114, 43.7727462917776, 43.7729659909056, 43.7736768235152, 43.7746078509738, 43.7754393364601, 43.7760948297045, 43.7766569875803, 43.7769446698129, 43.7771110210515, 43.7771241713129, 43.7772730970501, 43.7772824387948, 
43.7773026312405, 43.7779361213953, 43.7785026331619, 43.7787069193902, 43.7790886999785, 43.7793131035452, 43.7793338912331, 43.7793981861278, 43.7794980418001, 43.7795387156162, 43.7802078259237, 43.7806508274994, 43.781222537134, 43.7812085293076, 43.7811319663368, 43.7810555724334, 43.7810231133309, 43.780979348023, 43.7809033290295, 43.780853561564, 43.7808273804627, 43.7807848268478, 43.7807774026879, 43.7807516819437, 43.7806761799718, 43.7806007662937, 43.7805256210899, 43.7804506540292, 
43.7803758926473, 43.7803012643482, 43.7802269315506, 43.7801527591576, 43.7800788728366, 43.779606965511, 43.7795887859558, 43.7791085145883, 43.7786517176751, 43.7779931926489, 43.7779325368427, 43.7779294536532, 43.7768285067164, 43.7763075217974, 43.7754384256406, 43.774952427345, 43.7745740923757, 43.7744632176507, 43.7736494692383, 43.7733134341036, 43.7731335593639, 43.7729765373657, 43.7728626659505, 43.7727420159424, 43.7726217874813, 43.7725081537735, 43.7723930911826, 43.77214202457, 43.7719348392429, 
43.7716015931157, 43.7708809181929, 43.7701834932131, 43.7700521516887, 43.7690882357451, 43.7686377551217, 43.7674305432899, 43.7654215375428, 43.7645927071611, 43.7634756490909, 43.7619801332238, 43.7610341962127, 43.7601577159156, 43.7600792086824, 43.759619746658, 43.7583856261373, 43.7576698712965, 43.7575658471125, 43.7575568284223, 43.7573496152546, 43.7571784478941, 43.7570433225426, 43.7568721620127, 43.7567280441544, 43.7566019457908, 43.7564668359122, 43.7564623328714, 43.7561767531073, 
43.7559953308536, 43.7558971468232, 43.7558000518419, 43.7557306409949, 43.7556185705848, 43.7555485285071, 43.755263458703, 43.7549162303267, 43.7544263971483, 43.7544154127661, 43.7542838484723, 43.7535269475991, 43.7534111012293, 43.7532427165544, 43.7531970422509, 43.7529746025655, 43.7528585243665, 43.7525378316343, 43.7522168944021, 43.7520655406472, 43.7517534491219))"
